datetime,windspeed
3/22/2022,22
3/23/2022,10
3/24/2022,23
3/25/2022,18
3/26/2022,15
3/27/2022,11
3/28/2022,11
3/29/2022,15
3/30/2022,34
3/31/2022,14
4/1/2022,15
4/2/2022,19
4/3/2022,11
4/4/2022,18
4/5/2022,8
4/6/2022,11
4/7/2022,16
4/8/2022,13
4/9/2022,9
4/10/2022,11
4/11/2022,28
4/12/2022,19
4/13/2022,22
4/14/2022,18
4/15/2022,15
4/16/2022,16
4/17/2022,15
4/18/2022,22
4/19/2022,18
4/20/2022,22
4/21/2022,15
4/22/2022,34
4/23/2022,18
4/24/2022,14
4/25/2022,18
4/26/2022,15
4/27/2022,18
4/28/2022,21
4/29/2022,11
4/30/2022,18
5/1/2022,18
5/2/2022,37
5/3/2022,29
5/4/2022,11
5/5/2022,18
5/6/2022,15
5/7/2022,15
5/8/2022,34
5/9/2022,18
5/10/2022,18
5/11/2022,17
5/12/2022,18
5/13/2022,11
5/14/2022,15
5/15/2022,22
5/16/2022,34
5/17/2022,15
5/18/2022,18
5/19/2022,26
5/20/2022,22
5/21/2022,30
5/22/2022,18
5/23/2022,21
5/24/2022,26
5/25/2022,18
5/26/2022,18
5/27/2022,18
5/28/2022,18
5/29/2022,18
5/30/2022,18
5/31/2022,15
6/1/2022,18
6/2/2022,18
6/3/2022,15
6/4/2022,15
6/5/2022,15
6/6/2022,22
6/7/2022,18
6/8/2022,22
6/9/2022,30
6/10/2022,22
6/11/2022,22
6/12/2022,22
6/13/2022,18
6/14/2022,18
6/15/2022,26
6/16/2022,26
6/17/2022,30
6/18/2022,22
6/19/2022,18
6/20/2022,18
6/21/2022,37
6/22/2022,22
6/23/2022,18
6/24/2022,15
6/25/2022,15
6/26/2022,18
6/27/2022,18
6/28/2022,30
6/29/2022,30
6/30/2022,30
7/1/2022,22
7/2/2022,30
7/3/2022,20
7/4/2022,22
7/5/2022,11
7/6/2022,37
7/7/2022,19
7/8/2022,18
7/9/2022,18
7/10/2022,37
7/11/2022,15
7/12/2022,18
7/13/2022,28
7/14/2022,37
7/15/2022,32
7/16/2022,32
7/17/2022,26
7/18/2022,17
7/19/2022,15
7/20/2022,22
7/21/2022,22
7/22/2022,36
7/23/2022,20
7/24/2022,30
7/25/2022,26
7/26/2022,18
7/27/2022,37
7/28/2022,9
7/29/2022,18
7/30/2022,18
7/31/2022,20
8/1/2022,15
8/2/2022,19
8/3/2022,20
8/4/2022,15
8/5/2022,15
8/6/2022,18
8/7/2022,18
8/8/2022,18
8/9/2022,26
8/10/2022,18
8/11/2022,18
8/12/2022,26
8/13/2022,22
8/14/2022,18
8/15/2022,18
8/16/2022,22
8/17/2022,22
8/18/2022,27
8/19/2022,25
8/20/2022,18
8/21/2022,36
8/22/2022,37
8/23/2022,22
8/24/2022,26
8/25/2022,24
8/26/2022,18
8/27/2022,11
8/28/2022,15
8/29/2022,11
8/30/2022,11
8/31/2022,18
9/1/2022,15
9/2/2022,18
9/3/2022,18
9/4/2022,15
9/5/2022,18
9/6/2022,18
9/7/2022,15
9/8/2022,18
9/9/2022,11
9/10/2022,15
9/11/2022,11
9/12/2022,18
9/13/2022,19
9/14/2022,18
9/15/2022,8
9/16/2022,18
9/17/2022,18
9/18/2022,15
9/19/2022,11
9/20/2022,15
9/21/2022,11
9/22/2022,12
9/23/2022,11
9/24/2022,15
9/25/2022,18
9/26/2022,18
9/27/2022,18
9/28/2022,11
9/29/2022,8
9/30/2022,11
10/1/2022,11
10/2/2022,15
10/3/2022,12
10/4/2022,8
10/5/2022,18
10/6/2022,15
10/7/2022,18
10/8/2022,15
10/9/2022,8
10/10/2022,8
10/11/2022,8
10/12/2022,15
10/13/2022,8
10/14/2022,9
10/15/2022,4
10/16/2022,8
10/17/2022,11
10/18/2022,8
10/19/2022,11
10/20/2022,8
10/21/2022,15
10/22/2022,8
10/23/2022,11
10/24/2022,11
10/25/2022,8
10/26/2022,15
10/27/2022,15
10/28/2022,18
10/29/2022,18
10/30/2022,18
10/31/2022,18
11/1/2022,11
11/2/2022,8
11/3/2022,9
11/4/2022,8
11/5/2022,14
11/6/2022,18
11/7/2022,18
11/8/2022,18
11/9/2022,8
11/10/2022,11
11/11/2022,8
11/12/2022,8
11/13/2022,11
11/14/2022,15
11/15/2022,18
11/16/2022,8
11/17/2022,10
11/18/2022,8
11/19/2022,11
11/20/2022,15
11/21/2022,8
11/22/2022,11
11/23/2022,8
11/24/2022,11
11/25/2022,11
11/26/2022,7
11/27/2022,8
11/28/2022,2
11/29/2022,8
11/30/2022,8
12/1/2022,3
12/2/2022,4
12/3/2022,7
12/4/2022,8
12/5/2022,8
12/6/2022,4
12/7/2022,8
12/8/2022,11
12/9/2022,18
12/10/2022,18
12/11/2022,16
12/12/2022,8
12/13/2022,15
12/14/2022,11
12/15/2022,8
12/16/2022,8
12/17/2022,11
12/18/2022,1
12/19/2022,8
12/20/2022,8
12/21/2022,11
12/22/2022,8
12/23/2022,8
12/24/2022,15
12/25/2022,8
12/26/2022,8
12/27/2022,8
12/28/2022,6
12/29/2022,17
12/30/2022,17
12/31/2022,4
1/1/2023,18
1/2/2023,18
1/3/2023,15
1/4/2023,8
1/5/2023,11
1/6/2023,15
1/7/2023,15
1/8/2023,9
1/9/2023,8
1/10/2023,11
1/11/2023,18
1/12/2023,18
1/13/2023,18
1/14/2023,14
1/15/2023,7
1/16/2023,18
1/17/2023,11
1/18/2023,15
1/19/2023,18
1/20/2023,8
1/21/2023,11
1/22/2023,11
1/23/2023,15
1/24/2023,18
1/25/2023,15
1/26/2023,18
1/27/2023,15
1/28/2023,18
1/29/2023,6
1/30/2023,18
1/31/2023,18
2/1/2023,9
2/2/2023,11
2/3/2023,8
2/4/2023,8
2/5/2023,11
2/6/2023,15
2/7/2023,15
2/8/2023,11
2/9/2023,22
2/10/2023,18
2/11/2023,32
2/12/2023,18
2/13/2023,11
2/14/2023,11
2/15/2023,9
2/16/2023,15
2/17/2023,11
2/18/2023,11
2/19/2023,6
2/20/2023,18
2/21/2023,14
2/22/2023,15
2/23/2023,18
2/24/2023,18
2/25/2023,15
2/26/2023,15
2/27/2023,15
2/28/2023,34
3/1/2023,34
3/2/2023,18
3/3/2023,18
3/4/2023,15
3/5/2023,15
3/6/2023,8
3/7/2023,15
3/8/2023,8
3/9/2023,8
3/10/2023,15
3/11/2023,15
3/12/2023,11
3/13/2023,18
3/14/2023,13
3/15/2023,19
3/16/2023,18
3/17/2023,18
3/18/2023,26
3/19/2023,22
3/20/2023,15
3/21/2023,15
3/22/2023,18
3/23/2023,22
3/24/2023,26
3/25/2023,18
3/26/2023,30
3/27/2023,15
3/28/2023,15
3/29/2023,34
3/30/2023,18
3/31/2023,11
4/1/2023,18
4/2/2023,22
4/3/2023,26
4/4/2023,18
4/5/2023,18
4/6/2023,18
4/7/2023,22
4/8/2023,8
4/9/2023,15
4/10/2023,9
4/11/2023,18
4/12/2023,12
4/13/2023,8
4/14/2023,11
4/15/2023,18
4/16/2023,24
4/17/2023,26
4/18/2023,18
4/19/2023,15
4/20/2023,18
4/21/2023,11
4/22/2023,26
4/23/2023,17
4/24/2023,15
4/25/2023,18
4/26/2023,26
4/27/2023,37
4/28/2023,28
4/29/2023,18
4/30/2023,18
5/1/2023,18
5/2/2023,26
5/3/2023,28
5/4/2023,18
5/5/2023,22
5/6/2023,15
5/7/2023,22
5/8/2023,18
5/9/2023,18
5/10/2023,18
5/11/2023,18
5/12/2023,18
5/13/2023,26
5/14/2023,22
5/15/2023,21
5/16/2023,18
5/17/2023,22
5/18/2023,22
5/19/2023,18
5/20/2023,22
5/21/2023,26
5/22/2023,26
5/23/2023,37
5/24/2023,22
5/25/2023,18
5/26/2023,18
5/27/2023,34
5/28/2023,25
5/29/2023,26
5/30/2023,26
5/31/2023,22
6/1/2023,34
6/2/2023,22
6/3/2023,22
6/4/2023,36
6/5/2023,22
6/6/2023,25
6/7/2023,26
6/8/2023,24
6/9/2023,18
6/10/2023,22
6/11/2023,26
6/12/2023,22
6/13/2023,24
6/14/2023,22
6/15/2023,22
6/16/2023,22
6/17/2023,15
6/18/2023,18
6/19/2023,18
6/20/2023,28
6/21/2023,18
6/22/2023,23
6/23/2023,22
6/24/2023,22
6/25/2023,29
6/26/2023,18
6/27/2023,34
6/28/2023,18
6/29/2023,18
6/30/2023,18
7/1/2023,30
7/2/2023,32
7/3/2023,33
7/4/2023,30
7/5/2023,38
7/6/2023,28
7/7/2023,27
7/8/2023,33
7/9/2023,21
7/10/2023,28
